emp_no,salary,from_date,to_date
80236,40000,1994-07-23,1995-07-23
80238,40000,1999-12-02,2000-12-01
80240,40000,1998-07-23,1999-07-23
80240,39914,1999-07-23,2000-07-22
80245,40000,1998-06-16,1999-06-16
80246,40000,1994-11-25,1995-11-25
80248,40000,1988-09-17,1989-09-17
80260,40000,1990-11-11,1991-11-11
80267,40000,1985-05-24,1986-05-24
80271,40000,1999-11-23,2000-11-22
80271,39724,2000-11-22,2001-11-22
80271,39550,2001-11-22,9999-01-01
80275,40000,1994-02-07,1995-02-07
80276,40000,1989-03-01,1990-03-01
80277,40000,1999-08-20,1999-12-03
80278,40000,1989-11-25,1990-11-25
80280,40000,1994-09-16,1995-09-16
80281,40000,1995-07-10,1996-07-09
80282,40000,1986-10-28,1987-10-28
80288,40000,1985-03-19,1986-03-19
80297,40000,1990-07-11,1991-07-11
80298,40000,1994-10-14,1995-10-14
80300,40000,1989-03-02,1990-03-02
80300,39778,1990-03-02,1990-07-31
80301,40000,1988-05-16,1989-05-16
80302,40000,1993-05-21,1994-05-21
80307,40000,1999-07-21,2000-07-20
80309,40000,1989-02-10,1990-02-10
80312,40000,1985-07-08,1986-07-08
80316,40000,1992-01-01,1992-08-14
80318,40000,1989-01-25,1990-01-25
80322,40000,1996-07-03,1997-07-03
80323,40000,1988-08-18,1989-08-18
80324,40000,1995-09-30,1996-09-29
80327,40000,1999-09-09,2000-09-08
80329,40000,1999-08-06,1999-09-05
80335,40000,1992-08-16,1993-08-16
80336,40000,1999-10-03,2000-10-02
80342,40000,1999-03-24,2000-03-23
80343,40000,1985-06-22,1986-06-22
80344,40000,1987-08-16,1988-08-15
80344,39708,1988-08-15,1989-08-15
80344,39719,1989-08-15,1990-08-15
80346,40000,1993-08-24,1994-08-24
80348,40000,1991-09-19,1992-09-18
80350,40000,1999-12-28,2000-12-27
80355,40000,1988-04-04,1989-04-04
80357,40000,1988-06-03,1989-06-03
80359,40000,1989-02-24,1990-02-24
80368,40000,1985-03-08,1986-03-08
80373,40000,1993-01-08,1994-01-08
80375,40000,1985-05-06,1986-05-06
80377,40000,1997-05-09,1998-05-09
80378,40000,1985-08-01,1986-08-01
80378,39600,1986-08-01,1987-08-01
80379,40000,1988-05-30,1989-05-30
80384,40000,1994-07-03,1995-07-03
80385,40000,1995-02-15,1996-02-15
80385,39619,1996-02-15,1997-02-14
80385,39979,1997-02-14,1998-02-14
80387,40000,1994-02-12,1995-02-12
80389,40000,1998-06-12,1999-06-12
80394,40000,1998-06-29,1999-06-29
80394,39874,1999-06-29,2000-06-28
80395,40000,1997-12-15,1998-12-15
80395,39573,1998-12-15,1999-12-15
80398,40000,1998-05-27,1999-05-27
80401,40000,1995-09-08,1996-09-07
80402,40000,1985-09-10,1986-09-10
80402,39840,1986-09-10,1987-05-09
80403,40000,1992-03-16,1993-03-16
80405,40000,1988-05-18,1989-05-18
80407,40000,1989-11-22,1990-11-22
80408,40000,1998-02-09,1999-02-09
80409,40000,1993-09-17,1994-09-17
80411,40000,1993-12-15,1994-12-15
80413,40000,1993-06-18,1994-06-18
80414,40000,1995-09-11,1996-09-10
80421,40000,1992-07-01,1993-07-01
80424,40000,1999-02-02,2000-02-02
80425,40000,1992-12-29,1993-12-29
80427,40000,1998-09-27,1999-09-27
80428,40000,1994-01-28,1995-01-28
80433,40000,1990-10-05,1991-10-05
80434,40000,1994-06-30,1995-06-30
80434,39712,1995-06-30,1996-06-29
80435,40000,1996-05-23,1997-05-23
80436,40000,1993-07-04,1994-07-04
80436,39580,1994-07-04,1995-07-04
80438,40000,1991-06-02,1992-06-01
80438,39573,1992-06-01,1993-06-01
80440,40000,1996-10-13,1997-10-13
80441,40000,1998-04-21,1999-04-21
80443,40000,1985-06-11,1986-06-11
80444,40000,1996-09-27,1997-09-27
80444,39898,1997-09-27,1998-09-27
80449,40000,1985-08-08,1986-08-08
80452,40000,1993-03-21,1994-03-21
80452,39848,1994-03-21,1995-03-21
80456,40000,1988-04-17,1989-04-17
80456,39642,1989-04-17,1990-04-17
80460,40000,1991-06-16,1992-06-15
80462,40000,1990-10-09,1991-10-09
80464,40000,1985-09-22,1986-09-22
80465,40000,1992-10-11,1993-10-11
80470,40000,1994-11-18,1995-11-18
80470,39958,1995-11-18,1996-11-17
80472,40000,1988-05-16,1989-05-16
80472,39620,1989-05-16,1990-05-16
80475,40000,1993-08-30,1994-08-30
80475,39557,1994-08-30,1995-08-30
80476,40000,1989-08-30,1989-10-13
80479,40000,1997-01-24,1998-01-24
80480,40000,1988-01-24,1989-01-23
80481,40000,1991-10-14,1992-10-13
80486,40000,1997-03-14,1998-03-14
80490,40000,1990-11-08,1991-11-08
80491,40000,1996-06-18,1997-06-18
80494,40000,1985-10-16,1986-10-16
80494,39568,1986-10-16,1987-10-16
80495,40000,1993-02-15,1994-02-15
80498,40000,1990-09-28,1991-09-28
80506,40000,1990-05-05,1991-05-05
80508,40000,1986-08-27,1987-08-27
80510,40000,1998-11-13,1999-10-27
80514,40000,1990-06-06,1991-06-06
80517,40000,1988-08-27,1989-08-27
80527,40000,1990-02-25,1991-02-25
80528,40000,1998-03-16,1999-03-16
80528,39924,1999-03-16,2000-03-15
80529,40000,1996-02-28,1997-02-27
80534,40000,1985-08-05,1986-08-05
80537,40000,1991-08-28,1992-08-27
80538,40000,1988-09-07,1989-09-07
80540,40000,1993-12-03,1994-12-03
80540,39713,1994-12-03,1995-12-03
80540,39740,1995-12-03,1996-12-02
80542,40000,1989-12-14,1990-12-14
80548,40000,1988-07-27,1989-07-27
80553,40000,1998-11-06,1999-11-06
80555,40000,1992-04-24,1993-04-24
80557,40000,1995-03-28,1996-03-27
80557,39954,1996-03-27,1997-03-27
80557,39569,1997-03-27,1998-03-27
80558,40000,1989-11-22,1990-11-22
80559,40000,1995-09-10,1996-09-09
80562,40000,1994-10-25,1995-10-25
80564,40000,1996-06-19,1997-06-19
80570,40000,1988-07-28,1989-07-28
80578,40000,1990-08-06,1991-08-06
80580,40000,1992-12-22,1993-12-22
80584,40000,1996-05-27,1997-05-27
80585,40000,1999-05-31,2000-05-30
80589,40000,1996-05-30,1997-05-30
80590,40000,1986-09-18,1987-09-18
80593,40000,1992-04-15,1993-04-15
80596,40000,1992-06-10,1993-06-10
80597,40000,1995-04-13,1996-04-12
80598,40000,1989-05-10,1990-05-10
80599,40000,1994-03-15,1995-03-15
80599,39572,1995-03-15,1996-03-14
80599,39945,1996-03-14,1997-03-14
80600,40000,1985-06-30,1986-06-30
80601,40000,1993-12-05,1994-12-05
80602,40000,1994-12-10,1995-12-10
80604,40000,1995-11-12,1996-11-11
80605,40000,1987-12-09,1988-12-08
80608,40000,1996-08-02,1997-08-02
80613,40000,1998-04-18,1999-04-18
80622,40000,1995-01-30,1996-01-30
80625,40000,1993-11-01,1994-11-01
80626,40000,1996-07-15,1997-07-15
80633,40000,1996-06-28,1997-06-28
80636,40000,1988-03-25,1989-03-25
80642,40000,1994-05-07,1995-05-07
80643,40000,1994-05-10,1995-05-10
80646,40000,1987-10-22,1988-09-30
80647,40000,1995-08-12,1996-08-11
80648,40000,1998-04-23,1999-04-23
80651,40000,1997-11-10,1998-11-10
80656,40000,1998-06-24,1999-06-24
80656,39573,1999-06-24,2000-06-23
80658,40000,1986-06-16,1987-06-16
80672,40000,1989-03-18,1990-03-18
80674,40000,1985-03-06,1986-03-06
80678,40000,1996-03-18,1997-03-18
80681,40000,1987-01-16,1988-01-16
80683,40000,1994-12-14,1995-12-14
80686,40000,1986-08-05,1987-08-05
80696,40000,1995-12-07,1996-12-06
80697,40000,1996-10-28,1997-10-28
80698,40000,1994-12-09,1995-12-09
80707,40000,1988-02-28,1989-02-27
80708,40000,1996-09-08,1997-07-16
80709,40000,1985-08-25,1986-08-25
80713,40000,1993-02-19,1994-02-19
80713,39914,1994-02-19,1995-02-19
80726,40000,1986-10-26,1987-10-25
80729,40000,1999-12-17,2000-12-16
80730,40000,1989-04-09,1990-04-09
80732,40000,1987-02-14,1988-02-14
80733,40000,1991-07-02,1992-07-01
80734,40000,1990-02-22,1991-02-22
80735,40000,1987-12-02,1988-12-01
80738,40000,1998-05-10,1999-05-10
80740,40000,1987-05-21,1988-05-20
80742,40000,1992-08-26,1993-08-26
80750,40000,1994-03-05,1995-03-05
80754,40000,1988-09-03,1989-09-03
80758,40000,1996-01-24,1997-01-23
80767,40000,1986-01-29,1987-01-29
80768,40000,1989-06-11,1990-06-11
80778,40000,1996-11-08,1997-11-08
80781,40000,1998-07-25,1999-07-25
80788,40000,1987-03-25,1988-03-24
80788,39560,1988-03-24,1989-03-24
80789,40000,1991-05-01,1992-04-30
80792,40000,1996-02-09,1997-02-08
80794,40000,1995-05-07,1996-05-06
80802,40000,1989-04-15,1990-04-15
80803,40000,1999-10-09,2000-10-08
80804,40000,1992-03-03,1993-03-03
80805,40000,1987-04-11,1988-04-10
80806,40000,1996-06-06,1997-06-06
80806,39968,1997-06-06,1998-06-06
80807,40000,1993-07-09,1994-01-09
80808,40000,1986-08-10,1987-08-10
80814,40000,1996-01-03,1997-01-02
80820,40000,1987-07-06,1988-07-05
80825,40000,1991-12-25,1992-12-24
80826,40000,1992-08-16,1993-08-16
80831,40000,1991-05-24,1992-05-23
80840,40000,1988-09-21,1989-09-21
80841,40000,1995-10-17,1996-10-16
80844,40000,1986-01-29,1987-01-29
80851,40000,1988-09-29,1989-09-29
80854,40000,1990-04-10,1991-04-10
80855,40000,1992-08-10,1993-08-10
80857,40000,1988-07-29,1989-07-29
80858,40000,1989-01-30,1990-01-30
80863,40000,1994-01-07,1994-01-07
80869,40000,1991-07-08,1992-07-07
80869,39718,1992-07-07,1993-07-07
80877,40000,1992-06-18,1993-06-18
80880,40000,1997-12-22,1998-12-22
80880,39732,1998-12-22,1999-07-19
80881,40000,1999-12-25,2000-12-24
80888,40000,1998-03-30,1999-03-30
80890,40000,1992-11-24,1993-11-24
80891,40000,1989-11-14,1990-11-14
80892,40000,1995-08-26,1996-08-25
80895,40000,1997-08-12,1998-08-12
80896,40000,1985-05-16,1986-05-16
80902,40000,1998-09-18,1999-09-18
80904,40000,1999-05-23,2000-05-22
80912,40000,1989-12-13,1990-12-13
80913,40000,1986-08-11,1987-08-11
80915,40000,1995-01-13,1996-01-13
80921,40000,1995-12-20,1996-12-19
80923,40000,1992-01-18,1993-01-17
80924,40000,1986-11-20,1987-11-20
80943,40000,1987-01-19,1988-01-19
80947,40000,1991-09-07,1992-09-06
80947,39961,1993-09-06,1994-09-06
80947,39918,1995-09-06,1996-09-05
80948,40000,1991-05-24,1992-05-23
80948,39590,1992-05-23,1993-05-23
80950,40000,1985-03-03,1986-03-03
80953,40000,1987-02-08,1988-02-08
80954,40000,1992-06-07,1993-06-07
80955,40000,1988-11-12,1989-11-12
80959,40000,1998-03-28,1999-03-28
80964,40000,1990-11-12,1991-11-12
80966,40000,1987-11-22,1988-11-21
80966,39589,1988-11-21,1989-11-21
80970,40000,1996-11-22,1997-11-22
80971,40000,1986-07-22,1987-07-22
80974,40000,1993-08-02,1994-08-02
80975,40000,1992-10-24,1993-10-24
80976,40000,1996-03-04,1997-03-04
80978,40000,1989-09-04,1990-09-04
80978,39821,1990-09-04,1991-09-04
80980,40000,1985-08-23,1986-08-23
80980,39768,1986-08-23,1987-08-23
80981,40000,1993-11-18,1994-11-18
80981,39826,1995-11-18,1996-11-17
80982,40000,1986-07-31,1987-07-31
80986,40000,1994-06-15,1995-06-15
80987,40000,1995-01-04,1996-01-04
80989,40000,1999-04-21,2000-04-20
80990,40000,1997-01-30,1998-01-30
80994,40000,1987-09-26,1988-09-25
80996,40000,1998-06-13,1999-06-13
81002,40000,1991-06-30,1992-06-29
81003,40000,1987-01-23,1988-01-23
81009,40000,1994-03-05,1995-03-05
81010,40000,1992-02-02,1993-02-01
81011,40000,1990-06-15,1991-06-15
81014,40000,1998-05-22,1999-05-22
81016,40000,1996-05-23,1997-05-23
81017,40000,1998-04-16,1999-04-16
81017,39642,1999-04-16,2000-04-15
81031,40000,1985-11-07,1986-11-07
81032,40000,1986-09-19,1987-09-19
81036,40000,1986-12-20,1987-12-20
81037,40000,1995-02-05,1996-02-05
81038,40000,1995-06-21,1996-06-20
81039,40000,1996-10-10,1997-10-10
81041,40000,1992-02-16,1993-02-15
81044,40000,1991-05-22,1992-05-21
81045,40000,1992-01-23,1993-01-22
81049,40000,1986-02-03,1987-02-03
81050,40000,1990-06-21,1991-06-21
81054,40000,1994-08-21,1995-08-21
81057,40000,1985-02-16,1986-02-16
81060,40000,1996-06-28,1997-06-28
81064,40000,1988-11-05,1989-11-05
81078,40000,1999-09-01,2000-08-31
81082,40000,1994-02-28,1995-02-28
81083,40000,1989-03-04,1990-03-04
81088,40000,1998-02-10,1999-02-10
81094,40000,1991-01-24,1992-01-24
81094,39788,1992-01-24,1993-01-23
81096,40000,1991-05-03,1992-05-02
81099,40000,1994-04-28,1995-04-28
81102,40000,1996-06-09,1997-06-09
81104,40000,1985-02-06,1986-02-06
81108,40000,1992-09-20,1993-09-20
81109,40000,1997-05-22,1998-05-22
81111,40000,1995-02-20,1996-02-20
81112,40000,1994-10-14,1995-10-14
81113,40000,1986-07-03,1987-07-03
81114,40000,1990-09-20,1991-09-20
81117,40000,1991-10-03,1992-10-02
81117,39667,1992-10-02,1993-10-02
81117,39387,1993-10-02,1994-10-02
81122,40000,1985-11-18,1986-11-18
81123,40000,1998-01-02,1999-01-02
81126,40000,1986-03-24,1987-03-24
81130,40000,1989-01-17,1990-01-17
81130,39706,1991-01-17,1992-01-17
81132,40000,1995-07-15,1996-07-14
81133,40000,1999-03-25,2000-03-24
81135,40000,1991-01-19,1992-01-19
81137,40000,1997-05-17,1998-05-17
81142,40000,1998-09-27,1999-09-27
81146,40000,1992-11-06,1993-11-06
81149,40000,1985-09-29,1986-09-29
81151,40000,1987-05-20,1988-05-19
81153,40000,1990-08-27,1991-08-27
81162,40000,1993-11-01,1994-11-01
81170,40000,1990-04-27,1991-04-27
81172,40000,1987-07-14,1988-07-13
81173,40000,1990-01-29,1991-01-29
81176,40000,1988-04-04,1989-04-04
81179,40000,1987-12-05,1988-12-04
81183,40000,1986-02-08,1986-06-04
81190,40000,1986-07-06,1987-07-06
81193,40000,1992-08-26,1993-08-26
81197,40000,1994-06-05,1995-06-05
81198,40000,1989-10-27,1990-10-27
81200,40000,1995-11-02,1996-11-01
81202,40000,1998-08-08,1999-08-08
81204,40000,1995-07-05,1996-07-04
81206,40000,1991-06-05,1992-06-04
81206,39841,1992-06-04,1993-06-04
81210,40000,1986-08-11,1987-08-11
81212,40000,1991-11-16,1992-11-15
81217,40000,1991-08-09,1992-08-08
81217,39621,1992-08-08,1993-08-08
81219,40000,1992-08-03,1993-08-03
81234,40000,1997-05-02,1998-05-02
81235,40000,1986-07-29,1987-07-29
81236,40000,1991-04-16,1992-04-15
81245,40000,1996-01-17,1997-01-16
81249,40000,1985-09-17,1986-09-17
81253,40000,1998-07-26,1999-07-26
81255,40000,1991-12-25,1992-12-24
81258,40000,1989-07-18,1990-07-18
81259,40000,1985-05-01,1986-05-01
81261,40000,1987-11-07,1988-11-06
81262,40000,1998-03-20,1999-03-20
81265,40000,1992-11-16,1993-11-16
81265,39833,1993-11-16,1994-11-16
81265,39602,1994-11-16,1995-11-16
81266,40000,1998-02-01,1999-02-01
81267,40000,1998-04-26,1999-04-26
81270,40000,1998-07-23,1998-10-26
81272,40000,1988-11-26,1989-11-26
81272,39582,1989-11-26,1990-11-26
81272,39717,1991-11-26,1992-11-25
81274,40000,1985-04-29,1986-04-29
81275,40000,1992-06-26,1993-06-26
81276,40000,1998-10-10,1999-10-10
81280,40000,1985-05-31,1986-05-31
81280,39838,1986-05-31,1987-05-31
81280,39794,1987-05-31,1988-05-30
81281,40000,1991-11-23,1992-11-22
81282,40000,1997-04-18,1998-04-18
81286,40000,1988-03-10,1989-03-10
81287,40000,1997-12-24,1998-12-24
81291,40000,1987-01-27,1988-01-27
81295,40000,1990-06-17,1991-06-17
81296,40000,1994-07-01,1995-07-01
81297,40000,1989-09-18,1990-09-18
81300,40000,1993-06-11,1994-06-11
81304,40000,1992-01-15,1993-01-14
81306,40000,1991-09-15,1992-09-14
81310,40000,1998-08-31,1999-08-31
81311,40000,1999-07-22,2000-07-21
81313,40000,1995-02-07,1996-02-07
81320,40000,1997-08-20,1998-08-20
81322,40000,1987-01-23,1988-01-23
81323,40000,1992-01-01,1992-12-31
81327,40000,1991-10-10,1992-10-09
81328,40000,1996-04-20,1997-04-20
81328,39610,1997-04-20,1998-04-20
81329,40000,1986-07-22,1987-07-22
81331,40000,1989-05-09,1990-05-09
81336,40000,1986-10-27,1987-10-27
81337,40000,1988-08-15,1989-08-15
81341,40000,1992-12-15,1993-12-15
81346,40000,1997-02-16,1998-02-16
81347,40000,1986-10-09,1987-10-09
81352,40000,1991-06-22,1992-06-21
81352,39629,1992-06-21,1993-06-21
81356,40000,1987-01-16,1988-01-16
81359,40000,1986-01-14,1987-01-14
81359,39664,1987-01-14,1988-01-14
81361,40000,1991-05-11,1992-05-10
81362,40000,1998-02-06,1999-02-06
81364,40000,1988-11-01,1989-11-01
81366,40000,1993-10-13,1994-10-13
81367,40000,1995-11-06,1996-11-05
81369,40000,1991-01-09,1992-01-09
81372,40000,1997-08-15,1998-08-15
81372,39813,1998-08-15,1999-08-15
81373,40000,1994-10-08,1995-10-08
81373,39837,1995-10-08,1996-10-07
81377,40000,1998-09-29,1999-09-29
81382,40000,1992-06-08,1993-06-08
81382,39925,1993-06-08,1994-06-08
81387,40000,1987-07-04,1988-07-03
81388,40000,1985-03-11,1986-03-11
81389,40000,1993-04-16,1994-03-18
81390,40000,1994-10-05,1995-10-05
81391,40000,1989-02-24,1990-02-24
81392,40000,1998-03-15,1999-03-15
81392,39709,1999-03-15,2000-03-14
81393,40000,1989-08-26,1990-08-26
81395,40000,1996-09-26,1997-09-26
81398,40000,1987-12-23,1988-12-22
81400,40000,1985-02-26,1986-02-26
81403,40000,1999-09-29,2000-09-28
81403,39806,2000-09-28,2001-09-28
81407,40000,1988-03-15,1989-03-15
81414,40000,1992-08-15,1993-08-15
81421,40000,1990-05-26,1991-05-26
81422,40000,1996-06-25,1997-06-25
81426,40000,1999-11-15,2000-11-14
81427,40000,1989-03-26,1990-03-26
81428,40000,1994-02-10,1995-02-10
81429,40000,1998-12-17,1999-12-17
81437,40000,1996-01-27,1997-01-26
81438,40000,1986-06-17,1987-06-17
81440,40000,1985-03-09,1986-03-09
81443,40000,1997-06-03,1998-06-03
81443,39644,1998-06-03,1999-06-03
81450,40000,1996-04-26,1997-04-26
81453,40000,1999-08-11,2000-08-10
81457,40000,1996-05-28,1997-05-28
81462,40000,1992-02-09,1993-02-08
81462,39575,1993-02-08,1994-02-08
81462,39786,1994-02-08,1995-02-08
81463,40000,1996-10-08,1996-10-21
81467,40000,1998-01-25,1999-01-25
81468,40000,1987-05-16,1988-05-15
81470,40000,1988-02-14,1989-02-13
81474,40000,1999-12-27,2000-12-26
81477,40000,1987-06-02,1988-06-01
81477,39753,1988-06-01,1989-06-01
81481,40000,1996-02-29,1997-02-28
81485,40000,1995-03-18,1996-03-17
81486,40000,1991-03-26,1992-03-25
81492,40000,1989-02-11,1990-02-11
81494,40000,1986-11-21,1987-11-21
81495,40000,1986-05-02,1987-05-02
81497,40000,1990-08-30,1991-08-30
81499,40000,1992-02-12,1993-02-11
81500,40000,1990-04-30,1991-04-30
81502,40000,1985-02-12,1986-02-12
81506,40000,1992-10-07,1993-10-07
81509,40000,1990-09-05,1991-09-05
81512,40000,1993-03-13,1994-03-13
81513,40000,1992-08-14,1993-08-14
81514,40000,1991-05-07,1992-05-06
81519,40000,1986-07-20,1987-07-20
81520,40000,1985-06-02,1986-06-02
81521,40000,1992-05-06,1993-05-06
81522,40000,1992-10-03,1993-10-03
81524,40000,1992-01-23,1993-01-22
81525,40000,1994-02-08,1995-02-08
81526,40000,1997-03-14,1998-03-14
81526,39751,1998-03-14,1998-11-29
81532,40000,1993-08-18,1994-08-18
81533,40000,1988-10-13,1989-10-13
81538,40000,1998-02-21,1999-02-21
81542,40000,1986-11-30,1987-11-30
81544,40000,1985-05-20,1986-05-20
81545,40000,1996-03-10,1997-03-10
81548,40000,1991-10-29,1992-10-28
81553,40000,1987-04-23,1988-04-22
81562,40000,1990-09-05,1991-09-05
81564,40000,1992-10-28,1993-10-28
81565,40000,1988-11-15,1989-11-15
81566,40000,1997-11-23,1998-03-17
81567,40000,1998-09-14,1999-09-14
81568,40000,1990-05-22,1991-05-22
81569,40000,2000-01-08,2001-01-07
81570,40000,1987-01-21,1988-01-21
81572,40000,1987-07-07,1988-07-06
81572,39938,1988-07-06,1989-07-06
81575,40000,1988-01-23,1989-01-22
81580,40000,1998-07-20,1999-07-20
81582,40000,1996-03-29,1997-03-29
81585,40000,1989-06-13,1990-06-13
81587,40000,1991-02-07,1992-02-07
81589,40000,1988-06-03,1989-06-03
81590,40000,1997-09-18,1998-09-18
81591,40000,1994-02-01,1995-02-01
81594,40000,1991-03-30,1992-03-29
81605,40000,1989-10-07,1990-10-07
81607,40000,1997-09-04,1998-09-04
81613,40000,1989-12-21,1990-12-21
81615,40000,1997-03-25,1998-03-25
81617,40000,1996-10-23,1997-10-23
81620,40000,1992-02-20,1993-02-19
81623,40000,1998-05-29,1999-05-29
81629,40000,1987-11-29,1988-11-28
81637,40000,1987-06-16,1988-06-15
81642,40000,1995-10-27,1996-10-25
81645,40000,1987-09-28,1988-09-27
81647,40000,1995-08-03,1996-08-02
81652,40000,1991-01-25,1992-01-25
81653,40000,1996-04-19,1997-04-19
81655,40000,1988-12-19,1989-12-19
81658,40000,1987-04-20,1988-04-19
81660,40000,1986-01-29,1987-01-29
81662,40000,1992-10-22,1993-10-22
81663,40000,1997-01-15,1998-01-15
81663,39633,1998-01-15,1999-01-15
81672,40000,1998-09-25,1999-09-25
81674,40000,1986-12-21,1987-12-21
81677,40000,1993-11-12,1994-11-12
81680,40000,1986-03-29,1987-03-29
81681,40000,1988-10-25,1989-10-25
81681,39843,1989-10-25,1990-10-25
81682,40000,1985-06-13,1986-06-13
81683,40000,1987-12-05,1988-12-04
81683,39732,1988-12-04,1989-12-04
81683,39795,1989-12-04,1990-12-04
81688,40000,1999-02-25,2000-02-25
81691,40000,1999-03-23,1999-05-21
81692,40000,1999-06-18,2000-06-17
81692,39522,2000-06-17,2001-06-17
81693,40000,1999-08-28,2000-08-26
81696,40000,1995-03-24,1996-03-23
81699,40000,1989-07-13,1990-07-13
81700,40000,1987-02-02,1988-02-02
81700,39667,1988-02-02,1989-02-01
81703,40000,1991-04-03,1992-04-02
81704,40000,1994-12-28,1995-12-28
81705,40000,1987-06-04,1988-06-03
81706,40000,1990-04-16,1991-04-16
81707,40000,1993-02-19,1994-02-19
81714,40000,1998-06-05,1999-06-05
81722,40000,1989-07-15,1990-07-15
81734,40000,1990-03-09,1991-03-09
81739,40000,1988-10-07,1989-10-07
81740,40000,1999-09-28,2000-09-27
81741,40000,1997-07-08,1998-07-08
81746,40000,1994-04-02,1995-04-02
81746,39934,1995-04-02,1996-04-01
81748,40000,1994-03-12,1994-10-17
81751,40000,1997-01-01,1998-01-01
81753,40000,1995-12-26,1996-12-25
81755,40000,1997-02-26,1998-02-26
81756,40000,1995-08-10,1996-08-09
81757,40000,1999-07-05,2000-07-04
81758,40000,1998-10-26,1999-10-26
81761,40000,1993-01-13,1994-01-13
81761,39650,1994-01-13,1995-01-13
81768,40000,1986-08-16,1987-08-16
81774,40000,1996-05-03,1996-11-18
81775,40000,1985-10-15,1986-10-15
81777,40000,1997-07-03,1998-07-03
81784,40000,2000-01-25,2001-01-24
81786,40000,1996-09-17,1997-09-17
81788,40000,2000-01-20,2001-01-19
81788,39670,2001-01-19,2002-01-19
81788,39186,2002-01-19,9999-01-01
81792,40000,1990-05-28,1991-05-28
81795,40000,1998-01-03,1999-01-03
81796,40000,1991-10-20,1992-10-19
81796,39626,1992-10-19,1993-10-19
81801,40000,1997-01-27,1998-01-27
81809,40000,1992-06-08,1993-06-08
81809,39911,1994-06-08,1995-06-08
81811,40000,1995-08-25,1996-08-24
81812,40000,1991-02-03,1992-02-03
81814,40000,1999-10-02,2000-10-01
81827,40000,1986-09-04,1987-09-04
81829,40000,1992-05-13,1993-05-13
81832,40000,1996-02-12,1997-02-11
81833,40000,1987-08-20,1988-08-19
81833,39733,1988-08-19,1989-08-19
81833,39704,1989-08-19,1990-08-19
81833,39327,1990-08-19,1991-08-19
81838,40000,1992-06-13,1993-06-13
81838,39774,1993-06-13,1994-06-13
81838,39428,1994-06-13,1995-06-13
81839,40000,1995-05-01,1996-04-30
81842,40000,1988-06-26,1989-06-26
81843,40000,1995-01-28,1995-07-19
81844,40000,1985-12-12,1986-12-12
81847,40000,1985-08-04,1986-08-04
81851,40000,1987-12-26,1988-12-25
81852,40000,1994-02-28,1995-02-28
81853,40000,1985-02-19,1986-02-19
81856,40000,1991-05-02,1992-05-01
81856,39927,1992-05-01,1993-05-01
81856,39548,1993-05-01,1994-05-01
81863,40000,1996-03-16,1997-03-16
81865,40000,1995-06-03,1996-06-02
81868,40000,1986-10-31,1987-10-31
81872,40000,1998-06-14,1999-06-14
81877,40000,1996-01-27,1997-01-26
81883,40000,1988-11-10,1989-11-10
81888,40000,1989-12-04,1990-12-04
81890,40000,1995-08-10,1996-08-09
81891,40000,1997-12-28,1998-12-28
81892,40000,1993-12-17,1994-11-08
81894,40000,1986-08-17,1987-08-17
81896,40000,1988-11-10,1989-11-10
81897,40000,1985-10-30,1986-10-30
81898,40000,1996-05-24,1997-05-24
81899,40000,1988-07-27,1989-07-27
81904,40000,1986-03-26,1987-03-26
81905,40000,1987-08-29,1988-08-28
81908,40000,1986-09-21,1987-09-21
81910,40000,1997-04-24,1998-04-24
81912,40000,1988-06-24,1989-06-24
81914,40000,1994-07-14,1995-07-14
81920,40000,1999-04-24,2000-04-23
81924,40000,1990-01-28,1991-01-28
81926,40000,1988-08-22,1989-08-22
81930,40000,1999-06-22,2000-06-21
81931,40000,1997-02-23,1998-02-23
81943,40000,1998-01-22,1999-01-22
81947,40000,1995-04-28,1996-04-27
81958,40000,1985-12-16,1986-12-16
81964,40000,1995-09-11,1996-09-10
81965,40000,1987-03-01,1988-02-29
81984,40000,1986-05-11,1987-05-11
81987,40000,1985-07-22,1986-07-22
81991,40000,1994-09-05,1995-09-05
81996,40000,1985-05-08,1986-05-08
81999,40000,1996-07-17,1997-07-17
82001,40000,1999-11-23,2000-11-22
82003,40000,1995-10-24,1996-10-23
82014,40000,1996-07-08,1997-07-08
82015,40000,1996-08-18,1997-08-18
82016,40000,1993-05-22,1994-05-22
82016,39637,1994-05-22,1995-05-22
82018,40000,1990-11-04,1991-11-04
82019,40000,1991-12-13,1992-12-12
82019,39864,1993-12-12,1994-12-12
82019,39825,1994-12-12,1995-12-12
82020,40000,1991-04-18,1992-04-17
82022,40000,1992-09-09,1993-09-09
82022,39877,1993-09-09,1994-09-09
82023,40000,1992-01-29,1993-01-28
82024,40000,1986-11-04,1987-11-04
82031,40000,1987-08-25,1988-08-24
82031,39920,1988-08-24,1989-08-24
82032,40000,1996-03-14,1997-03-14
82034,40000,1987-05-19,1988-05-18
82043,40000,1994-02-20,1995-02-20
82045,40000,1986-07-31,1987-07-31
82049,40000,1994-11-21,1995-01-13
82050,40000,1993-08-15,1994-08-15
82053,40000,1989-06-30,1990-06-30
82056,40000,1987-08-09,1988-08-08
82058,40000,1989-07-18,1990-07-18
82059,40000,1994-06-24,1995-06-24
82065,40000,1988-06-26,1989-06-26
82066,40000,1988-01-17,1989-01-16
82067,40000,1987-10-25,1988-10-24
82068,40000,1987-03-12,1988-03-11
